./img/question_1.png,"문제
[Latex_1]","{
    ""Latex_1"": {
        ""Origin"": ""\\( \n1 + [FRAC 1] 을 간단히 하시오.\n\\)"",
        ""Frac_list"": {
            ""[FRAC 1]"": ""\\frac{1}{1 + [FRAC 2]}"",
            ""[FRAC 2]"": ""\\frac{1}{1 + [FRAC 3]}"",
            ""[FRAC 3]"": ""\\frac{1}{x}""
        }
    }
}","{
    ""Latex_1"": {
        ""Origin"": ""일 더하기 [FRAC 1]을 간단히 하시오."",
        ""Frac_list"": {
            ""[FRAC 1]"": ""일 더하기 [FRAC 2] 분의 일"",
            ""[FRAC 2]"": ""일 더하기 [FRAC 3] 분의 일"",
            ""[FRAC 3]"": ""엑스 분의 일  ""
        }
    }
}","{
    ""Latex_1"": {
        ""Origin"": ""일 더하기 [일 더하기 [일 더하기 [엑스 분의 일] 분의 일] 분의 일]을 간단히 하시오."",
        ""Frac_list"": {
            ""[FRAC 1]"": ""일 더하기 [FRAC 2] 분의 일"",
            ""[FRAC 2]"": ""일 더하기 [FRAC 3] 분의 일"",
            ""[FRAC 3]"": ""엑스 분의 일  ""
        }
    }
}",문제: 일 더하기 일 더하기 일 더하기 엑스 분의 일을 간단히 하시오.,,
./img/question_696.png,"문제
곡선 [Latex_1] 위의 점에서의 접선 중 기울기가 최소인 직선의 방정식을 [Latex_2]라 할 때 상수 [Latex_3]에 대하여 [Latex_4]의 값을 구하시오","{
    ""Latex_1"": {
        ""Origin"": ""\\( y = x^3 + 6x^2 + 10x - 4 \\)""
    },
    ""Latex_2"": {
        ""Origin"": ""\\( y = ax + b \\)""
    },
    ""Latex_3"": {
        ""Origin"": ""\\( a, b \\)""
    },
    ""Latex_4"": {
        ""Origin"": ""\\( ab \\)""
    }
}","{
    ""Latex_1"": {
        ""Origin"": ""와이는 엑스의 세제곱 더하기 육엑스의 제곱 더하기 십엑스 빼기 사""
    },
    ""Latex_2"": {
        ""Origin"": ""와이는 에이엑스 더하기 비""
    },
    ""Latex_3"": {
        ""Origin"": ""에이, 비""
    },
    ""Latex_4"": {
        ""Origin"": ""에이비""
    }
}","{
    ""Latex_1"": {
        ""Origin"": ""와이는 엑스의 세제곱 더하기 육엑스의 제곱 더하기 십엑스 빼기 사""
    },
    ""Latex_2"": {
        ""Origin"": ""와이는 에이엑스 더하기 비""
    },
    ""Latex_3"": {
        ""Origin"": ""에이, 비""
    },
    ""Latex_4"": {
        ""Origin"": ""에이비""
    }
}","문제
곡선 와이는 엑스의 세제곱 더하기 육엑스의 제곱 더하기 십엑스 빼기 사 위의 점에서의 접선 중 기울기가 최소인 직선의 방정식을 와이는 에이엑스 더하기 비라 할 때 상수 에이, 비에 대하여 에이비의 값을 구하시오.",,
./img/question_701.png,"문제
함수 [Latex_1]의 그래프가 다음 그림과 같을 때 [Latex_2]의 값이 존재하는 것은

선지
1 
2 
3 
4 
5","{
    ""Latex_1"": {
        ""Origin"": ""\\( y = f(x) \\)""
    },
    ""Latex_2"": {
        ""Origin"": ""\\(\\lim_{{x \\to a}} f(x)\\)""
    }
}","{
    ""Latex_1"": {
        ""Origin"": ""와이는 에프엑스""
    },
    ""Latex_2"": {
        ""Origin"": ""엑스가 에이로 갈 때 에프엑스의 극한""
    }
}","{
    ""Latex_1"": {
        ""Origin"": ""와이는 에프엑스""
    },
    ""Latex_2"": {
        ""Origin"": ""엑스가 에이로 갈 때 에프엑스의 극한""
    }
}","문제
함수 와이는 에프엑스의 그래프가 다음 그림과 같을 때 엑스가 에이로 갈 때 에프엑스의 극한 값이 존재하는 것은

선지
1 
2 
3 
4 
5",,
./img/question_705.png,"문제
함수 [Latex_1]가
[Latex_2]
이고 [Latex_3]일 때 [Latex_4]의 값을 구하시오","{
    ""Latex_1"": {
        ""Origin"": ""\\( f(x) \\)""
    },
    ""Latex_2"": {
        ""Origin"": ""\\(\nf(x) = \\int x^{20} \\, dx + 2 \\int (x^6 - x) \\, dx\n\\)""
    },
    ""Latex_3"": {
        ""Origin"": ""\\( f(0) = [FRAC 1] \\)"",
        ""Frac_list"": {
            ""[FRAC 1]"": ""\\frac{2}{3}""
        }
    },
    ""Latex_4"": {
        ""Origin"": ""\\( f(1) \\)""
    }
}","{
    ""Latex_1"": {
        ""Origin"": ""에프엑스""
    },
    ""Latex_2"": {
        ""Origin"": ""에프엑스는 적분 엑스의 이십제곱 디엑스 더하기 이 적분 엑스의 육제곱 빼기 엑스 디엑스\n""
    },
    ""Latex_3"": {
        ""Origin"": ""에프 영은 [FRAC 1]"",
        ""Frac_list"": {
            ""[FRAC 1]"": ""삼 분의 이  ""
        }
    },
    ""Latex_4"": {
        ""Origin"": ""에프 일""
    }
}","{
    ""Latex_1"": {
        ""Origin"": ""에프엑스""
    },
    ""Latex_2"": {
        ""Origin"": ""에프엑스는 적분 엑스의 이십제곱 디엑스 더하기 이 적분 엑스의 육제곱 빼기 엑스 디엑스\n""
    },
    ""Latex_3"": {
        ""Origin"": ""에프 영은 [삼 분의 이]"",
        ""Frac_list"": {
            ""[FRAC 1]"": ""삼 분의 이  ""
        }
    },
    ""Latex_4"": {
        ""Origin"": ""에프 일""
    }
}",문제 함수 에프엑스가 에프엑스는 적분 엑스의 이십제곱 디엑스 더하기 이 적분 엑스의 육제곱 빼기 엑스 디엑스이고 에프 영은 삼 분의 이일 때 에프 일의 값을 구하시오.,,
./img/question_708.png,"문제
다항함수 [Latex_1]에 대하여

[Latex_2]

을 만족시킬 때 [Latex_3]의 값을 구하시오","{
    ""Latex_1"": {
        ""Origin"": ""\\( f(x) \\)""
    },
    ""Latex_2"": {
        ""Origin"": ""\\(\n\\lim_{{x \\to -\\infty}} [FRAC 1] = 2, \\quad \\lim_{{x \\to -1}} [FRAC 2] = -8\n\\)"",
        ""Frac_list"": {
            ""[FRAC 1]"": ""\\frac{f(x) - x^3}{5x^2}"",
            ""[FRAC 2]"": ""\\frac{f(x)}{x+1}""
        }
    },
    ""Latex_3"": {
        ""Origin"": ""\\( f(2) \\)""
    }
}","{
    ""Latex_1"": {
        ""Origin"": ""에프엑스""
    },
    ""Latex_2"": {
        ""Origin"": ""엑스가 마이너스 무한대로 갈 때 [FRAC 1]은 이에 수렴하고, 엑스가 마이너스 일로 갈 때 [FRAC 2]는 마이너스 팔에 수렴한다."",
        ""Frac_list"": {
            ""[FRAC 1]"": ""오엑스제곱 분의 에프엑스 빼기 엑스삼제곱"",
            ""[FRAC 2]"": ""엑스 더하기 일 분의 에프 엑스""
        }
    },
    ""Latex_3"": {
        ""Origin"": ""에프 이""
    }
}","{
    ""Latex_1"": {
        ""Origin"": ""에프엑스""
    },
    ""Latex_2"": {
        ""Origin"": ""엑스가 마이너스 무한대로 갈 때 [오엑스제곱 분의 에프엑스 빼기 엑스삼제곱]은 이에 수렴하고, 엑스가 마이너스 일로 갈 때 [엑스 더하기 일 분의 에프 엑스]는 마이너스 팔에 수렴한다."",
        ""Frac_list"": {
            ""[FRAC 1]"": ""오엑스제곱 분의 에프엑스 빼기 엑스삼제곱"",
            ""[FRAC 2]"": ""엑스 더하기 일 분의 에프 엑스""
        }
    },
    ""Latex_3"": {
        ""Origin"": ""에프 이""
    }
}","문제
다항함수 에프엑스에 대하여

엑스가 마이너스 무한대로 갈 때 오엑스제곱 분의 에프엑스 빼기 엑스삼제곱은 이에 수렴하고, 엑스가 마이너스 일로 갈 때 엑스 더하기 일 분의 에프 엑스는 마이너스 팔에 수렴한다.

을 만족시킬 때 에프 이의 값을 구하시오.",부호(OCR),
./img/question_724.png,"문제
[Latex_1]에서 두 함수 [Latex_2] [Latex_3]의 그래프가 아래 그림과 같을 때 다음 보기의 함수 중 [Latex_4]에서 연속인 것만을 있는 대로 고르시오

보기
ㄱ [Latex_5]  
ㄴ [Latex_6]  
ㄷ [Latex_7]","{
    ""Latex_1"": {
        ""Origin"": ""\\([INEQUAL 1]\\)"",
        ""Inequal_list"": {
            ""[INEQUAL 1]"": ""-3 \\leq x \\leq 3""
        }
    },
    ""Latex_2"": {
        ""Origin"": ""\\(y = f(x)\\)""
    },
    ""Latex_3"": {
        ""Origin"": ""\\(y = g(x)\\)""
    },
    ""Latex_4"": {
        ""Origin"": ""\\(x = 0\\)""
    },
    ""Latex_5"": {
        ""Origin"": ""\\(f(x)g(x)\\)""
    },
    ""Latex_6"": {
        ""Origin"": ""\\(f(g(x))\\)""
    },
    ""Latex_7"": {
        ""Origin"": ""\\(g(f(x))\\)""
    }
}","{
    ""Latex_1"": {
        ""Origin"": ""\n[INEQUAL 1] 부등식"",
        ""Inequal_list"": {
            ""[INEQUAL 1]"": ""마이너스 삼은 엑스보다 작거나 같고, 엑스는 삼보다 작거나 같다.""
        }
    },
    ""Latex_2"": {
        ""Origin"": ""와이는 에프엑스""
    },
    ""Latex_3"": {
        ""Origin"": ""와이는 쥐엑스""
    },
    ""Latex_4"": {
        ""Origin"": ""엑스는 영""
    },
    ""Latex_5"": {
        ""Origin"": ""에프엑스 곱하기 쥐엑스""
    },
    ""Latex_6"": {
        ""Origin"": ""에프 괄호 열고 쥐엑스 괄호 닫고""
    },
    ""Latex_7"": {
        ""Origin"": ""쥐 에프 엑스""
    }
}","{
    ""Latex_1"": {
        ""Origin"": ""\n[마이너스 삼은 엑스보다 작거나 같고, 엑스는 삼보다 작거나 같다.] 부등식"",
        ""Inequal_list"": {
            ""[INEQUAL 1]"": ""마이너스 삼은 엑스보다 작거나 같고, 엑스는 삼보다 작거나 같다.""
        }
    },
    ""Latex_2"": {
        ""Origin"": ""와이는 에프엑스""
    },
    ""Latex_3"": {
        ""Origin"": ""와이는 쥐엑스""
    },
    ""Latex_4"": {
        ""Origin"": ""엑스는 영""
    },
    ""Latex_5"": {
        ""Origin"": ""에프엑스 곱하기 쥐엑스""
    },
    ""Latex_6"": {
        ""Origin"": ""에프 괄호 열고 쥐엑스 괄호 닫고""
    },
    ""Latex_7"": {
        ""Origin"": ""쥐 에프 엑스""
    }
}","문제  
마이너스 삼은 엑스보다 작거나 같고, 엑스는 삼보다 작거나 같은 부등식에서 두 함수 와이는 에프엑스, 와이는 쥐엑스의 그래프가 아래 그림과 같을 때 다음 보기의 함수 중 엑스는 영에서 연속인 것만을 있는 대로 고르시오.

보기  
ㄱ 에프엑스 곱하기 쥐엑스  
ㄴ 에프 괄호 열고 쥐엑스 괄호 닫고  
ㄷ 쥐 에프 엑스",,
./img/question_729.png,"문제
두 함수 [Latex_1]에 대하여

[Latex_2]

일 때 

[Latex_3]

를 만족시키는 실수 [Latex_4]의 값을 구하시오","{
    ""Latex_1"": {
        ""Origin"": ""\\( f(x), g(x) \\)""
    },
    ""Latex_2"": {
        ""Origin"": ""\\(\n\\lim_{{x \\to -1}} f(x) = 2, \\quad \\lim_{{x \\to -1}} g(x) = a\n\\)""
    },
    ""Latex_3"": {
        ""Origin"": ""\\(\n\\lim_{{x \\to -1}} [FRAC 1] = [FRAC 2]\n\\)"",
        ""Frac_list"": {
            ""[FRAC 1]"": ""\\frac{f(x) + 3g(x)}{f(x)g(x) - 4}"",
            ""[FRAC 2]"": ""\\frac{1}{2}""
        }
    },
    ""Latex_4"": {
        ""Origin"": ""\\( a \\)""
    }
}","{
    ""Latex_1"": {
        ""Origin"": ""에프엑스, 지엑스""
    },
    ""Latex_2"": {
        ""Origin"": ""엑스가 마이너스 일로 갈 때 에프엑스의 극한은 이, 그리고 엑스가 마이너스 일로 갈 때 쥐엑스의 극한은 에이""
    },
    ""Latex_3"": {
        ""Origin"": ""\n엑스가 마이너스 일로 갈 때 [FRAC 1]의 극한은 [FRAC 2]입니다."",
        ""Frac_list"": {
            ""[FRAC 1]"": ""에프엑스 곱하기 쥐엑스 빼기 사 분의 에프엑스 더하기 삼쥐엑스"",
            ""[FRAC 2]"": ""이 분의 일  ""
        }
    },
    ""Latex_4"": {
        ""Origin"": ""에이""
    }
}","{
    ""Latex_1"": {
        ""Origin"": ""에프엑스, 지엑스""
    },
    ""Latex_2"": {
        ""Origin"": ""엑스가 마이너스 일로 갈 때 에프엑스의 극한은 이, 그리고 엑스가 마이너스 일로 갈 때 쥐엑스의 극한은 에이""
    },
    ""Latex_3"": {
        ""Origin"": ""\n엑스가 마이너스 일로 갈 때 [에프엑스 곱하기 쥐엑스 빼기 사 분의 에프엑스 더하기 삼쥐엑스]의 극한은 [이 분의 일]입니다."",
        ""Frac_list"": {
            ""[FRAC 1]"": ""에프엑스 곱하기 쥐엑스 빼기 사 분의 에프엑스 더하기 삼쥐엑스"",
            ""[FRAC 2]"": ""이 분의 일  ""
        }
    },
    ""Latex_4"": {
        ""Origin"": ""에이""
    }
}","문제 두 함수 에프엑스, 지엑스에 대하여 엑스가 마이너스 일로 갈 때 에프엑스의 극한은 이, 그리고 엑스가 마이너스 일로 갈 때 지엑스의 극한은 에이일 때 엑스가 마이너스 일로 갈 때 에프엑스 곱하기 지엑스 빼기 사 분의 에프엑스 더하기 삼지엑스의 극한은 이 분의 일입니다. 를 만족시키는 실수 에이의 값을 구하시오.",부호(OCR),Merge 어색
./img/question_73.png,"문제
다음 보기에서 참인 명제만을 있는 대로 고르시오

보기

ㄱ 4의 배수는 2의 배수이다  
ㄴ 엇각의 크기는 서로 같다  
ㄷ 소수는 모두 홀수이다  
ㄹ [Latex_1]이면 [Latex_2]이다","{
    ""Latex_1"": {
        ""Origin"": ""\\( x = 2 \\)""
    },
    ""Latex_2"": {
        ""Origin"": ""\\( x + 3 = 5 \\)""
    }
}","{
    ""Latex_1"": {
        ""Origin"": ""엑스는 이는""
    },
    ""Latex_2"": {
        ""Origin"": ""엑스 더하기 삼은 오""
    }
}","{
    ""Latex_1"": {
        ""Origin"": ""엑스는 이는""
    },
    ""Latex_2"": {
        ""Origin"": ""엑스 더하기 삼은 오""
    }
}","문제
다음 보기에서 참인 명제만을 있는 대로 고르시오

보기

ㄱ 4의 배수는 2의 배수이다  
ㄴ 엇각의 크기는 서로 같다  
ㄷ 소수는 모두 홀수이다  
ㄹ 엑스가 이면 엑스 더하기 삼은 오이다

참인 명제는 ㄱ과 ㄴ입니다.",문제 곡해(Merge),
./img/question_739.png,"문제
함수 [Latex_1]이 극댓값과 극솟값을 모두 갖도록 하는 실수 [Latex_2]의 값의 범위를 구하시오","{
    ""Latex_1"": {
        ""Origin"": ""\\( f(x) = x^3 + 3x^2 + ax - 1 \\)""
    },
    ""Latex_2"": {
        ""Origin"": ""\\( a \\)""
    }
}","{
    ""Latex_1"": {
        ""Origin"": ""에프엑스는 엑스의 세제곱 더하기 삼엑스제곱 더하기 에이엑스 빼기 일""
    },
    ""Latex_2"": {
        ""Origin"": ""에이""
    }
}","{
    ""Latex_1"": {
        ""Origin"": ""에프엑스는 엑스의 세제곱 더하기 삼엑스제곱 더하기 에이엑스 빼기 일""
    },
    ""Latex_2"": {
        ""Origin"": ""에이""
    }
}",문제 함수 에프엑스는 엑스의 세제곱 더하기 삼엑스제곱 더하기 에이엑스 빼기 일이 극댓값과 극솟값을 모두 갖도록 하는 실수 에이의 값의 범위를 구하시오.,,
./img/question_749.png,"문제
함수 [Latex_1]에 대하여 [Latex_2]일 때 상수 [Latex_3]의 값은

선지
1 1
2 2
3 3
4 4
5 5","{
    ""Latex_1"": {
        ""Origin"": ""\\( f(x) = x^3 - 3x^2 + ax + 5 \\)""
    },
    ""Latex_2"": {
        ""Origin"": ""\\( f'(1) = 2 \\)""
    },
    ""Latex_3"": {
        ""Origin"": ""\\( a \\)""
    }
}","{
    ""Latex_1"": {
        ""Origin"": ""에프엑스는 엑스의 세제곱 빼기 삼엑스제곱 더하기 에이엑스 더하기 오""
    },
    ""Latex_2"": {
        ""Origin"": ""에프 프라임 일은 이""
    },
    ""Latex_3"": {
        ""Origin"": ""에이""
    }
}","{
    ""Latex_1"": {
        ""Origin"": ""에프엑스는 엑스의 세제곱 빼기 삼엑스제곱 더하기 에이엑스 더하기 오""
    },
    ""Latex_2"": {
        ""Origin"": ""에프 프라임 일은 이""
    },
    ""Latex_3"": {
        ""Origin"": ""에이""
    }
}","문제
함수 에프엑스는 엑스의 세제곱 빼기 삼엑스제곱 더하기 에이엑스 더하기 오에 대하여 에프 프라임 일은 이일 때 상수 에이의 값은

선지
1 1
2 2
3 3
4 4
5 5",,
./img/question_755.png,"문제
함수 [Latex_1]에 대하여 [Latex_2]가 성립할 때 [Latex_3]의 값은

선지
1 5
2 6
3 7
4 8
5 9","{
    ""Latex_1"": {
        ""Origin"": ""\\( f(x) \\)""
    },
    ""Latex_2"": {
        ""Origin"": ""\\( f(x) = 4x + \\int_{0}^{3} t f'(t) \\, dt \\)""
    },
    ""Latex_3"": {
        ""Origin"": ""\\( f(-3) \\)""
    }
}","{
    ""Latex_1"": {
        ""Origin"": ""에프엑스""
    },
    ""Latex_2"": {
        ""Origin"": ""에프엑스는 사엑스 더하기 적분 영에서 삼까지 티 에프 프라임 티 디티""
    },
    ""Latex_3"": {
        ""Origin"": ""에프 마이너스 삼""
    }
}","{
    ""Latex_1"": {
        ""Origin"": ""에프엑스""
    },
    ""Latex_2"": {
        ""Origin"": ""에프엑스는 사엑스 더하기 적분 영에서 삼까지 티 에프 프라임 티 디티""
    },
    ""Latex_3"": {
        ""Origin"": ""에프 마이너스 삼""
    }
}","문제 함수 에프엑스에 대하여 에프엑스는 사엑스 더하기 적분 영에서 삼까지 티 에프 프라임 티 디티가 성립할 때 에프 마이너스 삼의 값은

선지
1. 5
2. 6
3. 7
4. 8
5. 9",,
./img/question_763.png,"문제
오른쪽 그림과 같이 곡선 [Latex_1] 위의 점 [Latex_2]에서의 접선과 [Latex_3]축 [Latex_4]축으로 둘러싸인 삼각형의 넓이가 최대일 때 [Latex_5]의 값은 단 [Latex_6]

선지
1 [Latex_7]
2 1
3 [Latex_8]
4 [Latex_9]
5 [Latex_10]","{
    ""Latex_1"": {
        ""Origin"": ""\\( f(x) = x^2 - 4x + 4 \\)""
    },
    ""Latex_2"": {
        ""Origin"": ""\\((a, b)\\)""
    },
    ""Latex_3"": {
        ""Origin"": ""\\(x\\)""
    },
    ""Latex_4"": {
        ""Origin"": ""\\(y\\)""
    },
    ""Latex_5"": {
        ""Origin"": ""\\(b-a\\)""
    },
    ""Latex_6"": {
        ""Origin"": ""\\([INEQUAL 1]\\)"",
        ""Inequal_list"": {
            ""[INEQUAL 1]"": ""0 < a < 2""
        }
    },
    ""Latex_7"": {
        ""Origin"": ""\\([FRAC 1]\\)"",
        ""Frac_list"": {
            ""[FRAC 1]"": ""\\frac{8}{9}""
        }
    },
    ""Latex_8"": {
        ""Origin"": ""\\([FRAC 1]\\)"",
        ""Frac_list"": {
            ""[FRAC 1]"": ""\\frac{10}{9}""
        }
    },
    ""Latex_9"": {
        ""Origin"": ""\\([FRAC 1]\\)"",
        ""Frac_list"": {
            ""[FRAC 1]"": ""\\frac{11}{9}""
        }
    },
    ""Latex_10"": {
        ""Origin"": ""\\([FRAC 1]\\)"",
        ""Frac_list"": {
            ""[FRAC 1]"": ""\\frac{4}{3}""
        }
    }
}","{
    ""Latex_1"": {
        ""Origin"": ""에프엑스는 엑스제곱 빼기 사이엑스 더하기 사""
    },
    ""Latex_2"": {
        ""Origin"": ""\n소괄호 에이, 비 소괄호 닫음""
    },
    ""Latex_3"": {
        ""Origin"": ""엑스""
    },
    ""Latex_4"": {
        ""Origin"": ""와이""
    },
    ""Latex_5"": {
        ""Origin"": ""\n비 빼기 에이""
    },
    ""Latex_6"": {
        ""Origin"": ""\n[INEQUAL 1]"",
        ""Inequal_list"": {
            ""[INEQUAL 1]"": ""영은 에이보다 작고, 에이는 이보다 작다.""
        }
    },
    ""Latex_7"": {
        ""Origin"": ""\n[FRAC 1]"",
        ""Frac_list"": {
            ""[FRAC 1]"": ""구 분의 팔  ""
        }
    },
    ""Latex_8"": {
        ""Origin"": ""\n[FRAC 1]"",
        ""Frac_list"": {
            ""[FRAC 1]"": ""구 분의 십""
        }
    },
    ""Latex_9"": {
        ""Origin"": ""\n[FRAC 1]"",
        ""Frac_list"": {
            ""[FRAC 1]"": ""구 분의 십일""
        }
    },
    ""Latex_10"": {
        ""Origin"": ""\n[FRAC 1]"",
        ""Frac_list"": {
            ""[FRAC 1]"": ""삼 분의 사  ""
        }
    }
}","{
    ""Latex_1"": {
        ""Origin"": ""에프엑스는 엑스제곱 빼기 사이엑스 더하기 사""
    },
    ""Latex_2"": {
        ""Origin"": ""\n소괄호 에이, 비 소괄호 닫음""
    },
    ""Latex_3"": {
        ""Origin"": ""엑스""
    },
    ""Latex_4"": {
        ""Origin"": ""와이""
    },
    ""Latex_5"": {
        ""Origin"": ""\n비 빼기 에이""
    },
    ""Latex_6"": {
        ""Origin"": ""\n[영은 에이보다 작고, 에이는 이보다 작다.]"",
        ""Inequal_list"": {
            ""[INEQUAL 1]"": ""영은 에이보다 작고, 에이는 이보다 작다.""
        }
    },
    ""Latex_7"": {
        ""Origin"": ""\n[구 분의 팔]"",
        ""Frac_list"": {
            ""[FRAC 1]"": ""구 분의 팔  ""
        }
    },
    ""Latex_8"": {
        ""Origin"": ""\n[구 분의 십]"",
        ""Frac_list"": {
            ""[FRAC 1]"": ""구 분의 십""
        }
    },
    ""Latex_9"": {
        ""Origin"": ""\n[구 분의 십일]"",
        ""Frac_list"": {
            ""[FRAC 1]"": ""구 분의 십일""
        }
    },
    ""Latex_10"": {
        ""Origin"": ""\n[삼 분의 사]"",
        ""Frac_list"": {
            ""[FRAC 1]"": ""삼 분의 사  ""
        }
    }
}","문제에서 주어진 곡선 \( f(x) = x^2 - 4x + 4 \) 위의 점 \((a, b)\)에서의 접선과 \(x\)축, \(y\)축으로 둘러싸인 삼각형의 넓이가 최대일 때 \(b - a\)의 값을 찾는 문제입니다. 여기서 조건은 \(0 < a < 2\)입니다.

선지로 주어진 값들은 다음과 같습니다:
1. \(\frac{9}{8}\)
2. 1
3. \(\frac{9}{10}\)
4. \(\frac{9}{11}\)
5. \(\frac{3}{4}\)

이 문제를 해결하기 위해서는 주어진 조건을 만족하는 \(a\)와 \(b\)를 찾아야 하며, 그에 따라 \(b - a\)의 값을 계산해야 합니다. 이 문제의 해답은 수학적 계산을 통해 얻을 수 있습니다.",문제 곡해(Merge),
./img/question_779.png,"문제
오른쪽 그림과 같이 미분가능한 함수 [Latex_1]에 대하여 [Latex_2]라 할 때 다음 보기 중에서 옳은 것만을 있는 대로 고르시오 단 [Latex_3]

보기
ㄱ [Latex_4]  
ㄴ [Latex_5]  
ㄷ [Latex_6]","{
    ""Latex_1"": {
        ""Origin"": ""\\( y = f(x) \\)""
    },
    ""Latex_2"": {
        ""Origin"": ""\\( g(x) = x f(x) \\)""
    },
    ""Latex_3"": {
        ""Origin"": ""\\( f'(2) = 0 \\)""
    },
    ""Latex_4"": {
        ""Origin"": ""\\( [INEQUAL 1] \\)"",
        ""Inequal_list"": {
            ""[INEQUAL 1]"": ""f(1) + g'(1) > 0""
        }
    },
    ""Latex_5"": {
        ""Origin"": ""\\( [INEQUAL 1] \\)"",
        ""Inequal_list"": {
            ""[INEQUAL 1]"": ""g(2)g'(2) > 0""
        }
    },
    ""Latex_6"": {
        ""Origin"": ""\\( [INEQUAL 1] \\)"",
        ""Inequal_list"": {
            ""[INEQUAL 1]"": ""f(3) + g'(3) > 0""
        }
    }
}","{
    ""Latex_1"": {
        ""Origin"": ""와이는 에프엑스""
    },
    ""Latex_2"": {
        ""Origin"": ""쥐엑스는 엑스 에프엑스""
    },
    ""Latex_3"": {
        ""Origin"": ""에프 프라임 이는 영""
    },
    ""Latex_4"": {
        ""Origin"": ""[INEQUAL 1] 부등식"",
        ""Inequal_list"": {
            ""[INEQUAL 1]"": ""에프 괄호 일 더하기 쥐 프라임 괄호 일은 영보다 크다.""
        }
    },
    ""Latex_5"": {
        ""Origin"": ""[INEQUAL 1] 부등식"",
        ""Inequal_list"": {
            ""[INEQUAL 1]"": ""쥐 이 곱하기 쥐 프라임 이는 영보다 크다.""
        }
    },
    ""Latex_6"": {
        ""Origin"": ""[INEQUAL 1] 부등식"",
        ""Inequal_list"": {
            ""[INEQUAL 1]"": ""에프 삼 더하기 쥐 프라임 삼은 영보다 크다.""
        }
    }
}","{
    ""Latex_1"": {
        ""Origin"": ""와이는 에프엑스""
    },
    ""Latex_2"": {
        ""Origin"": ""쥐엑스는 엑스 에프엑스""
    },
    ""Latex_3"": {
        ""Origin"": ""에프 프라임 이는 영""
    },
    ""Latex_4"": {
        ""Origin"": ""[에프 괄호 일 더하기 쥐 프라임 괄호 일은 영보다 크다.] 부등식"",
        ""Inequal_list"": {
            ""[INEQUAL 1]"": ""에프 괄호 일 더하기 쥐 프라임 괄호 일은 영보다 크다.""
        }
    },
    ""Latex_5"": {
        ""Origin"": ""[쥐 이 곱하기 쥐 프라임 이는 영보다 크다.] 부등식"",
        ""Inequal_list"": {
            ""[INEQUAL 1]"": ""쥐 이 곱하기 쥐 프라임 이는 영보다 크다.""
        }
    },
    ""Latex_6"": {
        ""Origin"": ""[에프 삼 더하기 쥐 프라임 삼은 영보다 크다.] 부등식"",
        ""Inequal_list"": {
            ""[INEQUAL 1]"": ""에프 삼 더하기 쥐 프라임 삼은 영보다 크다.""
        }
    }
}","문제
오른쪽 그림과 같이 미분가능한 함수 와이는 에프엑스에 대하여 쥐엑스는 엑스 에프엑스라 할 때 다음 보기 중에서 옳은 것만을 있는 대로 고르시오. 단, 에프 프라임 이는 영입니다.

보기
ㄱ 에프 괄호 일 더하기 쥐 프라임 괄호 일은 영보다 크다.  
ㄴ 쥐 이 곱하기 쥐 프라임 이는 영보다 크다.  
ㄷ 에프 삼 더하기 쥐 프라임 삼은 영보다 크다.",,
./img/question_794.png,"문제
함수 [Latex_1]에 대하여 [Latex_2]일 때 

[Latex_3]

의 값을 구하시오","{
    ""Latex_1"": {
        ""Origin"": ""\\( f(x) \\)""
    },
    ""Latex_2"": {
        ""Origin"": ""\\(\\lim_{{x \\to 5}} f(x-5) = 3\\)""
    },
    ""Latex_3"": {
        ""Origin"": ""\\(\n\\lim_{{x \\to 0}} [FRAC 1]\n\\)"",
        ""Frac_list"": {
            ""[FRAC 1]"": ""\\frac{1 + 4f(x)}{2 - f(x)}""
        }
    }
}","{
    ""Latex_1"": {
        ""Origin"": ""에프엑스""
    },
    ""Latex_2"": {
        ""Origin"": ""엑스가 오로 갈 때 에프 엑스 빼기 오의 극한은 삼""
    },
    ""Latex_3"": {
        ""Origin"": ""엑스가 영으로 갈 때 [FRAC 1]의 극한"",
        ""Frac_list"": {
            ""[FRAC 1]"": ""이 빼기 에프 엑스 분의 일 더하기 사 에프 엑스""
        }
    }
}","{
    ""Latex_1"": {
        ""Origin"": ""에프엑스""
    },
    ""Latex_2"": {
        ""Origin"": ""엑스가 오로 갈 때 에프 엑스 빼기 오의 극한은 삼""
    },
    ""Latex_3"": {
        ""Origin"": ""엑스가 영으로 갈 때 [이 빼기 에프 엑스 분의 일 더하기 사 에프 엑스]의 극한"",
        ""Frac_list"": {
            ""[FRAC 1]"": ""이 빼기 에프 엑스 분의 일 더하기 사 에프 엑스""
        }
    }
}","문제
함수 에프엑스에 대하여 엑스가 오로 갈 때 에프 엑스 빼기 오의 극한은 삼일 때 

엑스가 영으로 갈 때 이 빼기 에프 엑스 분의 일 더하기 사 에프 엑스의 극한

의 값을 구하시오.",,
